#;Start date;Start time;Completion date;Completion time;Duration;Status;How many years of professional experience do you have in software development or a technically related field?;Which role best describes your current position?;What type of organization do you work for?;What industry do you primarily work in?;Do you work in an environment with industry-specific compliance or regulatory requirements?;How strongly do regulatory requirements influence your willingness to use Agentic AI in software development?;How would you describe your experience with AI-assisted software development?;Which AI-powered development tools have you already tried? (multiple select) - GitHub Copilot;Which AI-powered development tools have you already tried? (multiple select) - Cursor;Which AI-powered development tools have you already tried? (multiple select) - OpenAI Codex;Which AI-powered development tools have you already tried? (multiple select) - Claude Code;Which AI-powered development tools have you already tried? (multiple select) - Windsurf;Which AI-powered development tools have you already tried? (multiple select) - Google Gemini CLI / Antigravity;Which AI-powered development tools have you already tried? (multiple select) - Devin;Which AI-powered development tools have you already tried? (multiple select) - Lovable;Which AI-powered development tools have you already tried? (multiple select) - Amazon Q Developer;How would you rate your ability to assess the potential of AI tools across SDLC phases?;Content block;Phase 1: Requirements Analysis & Planning;Phase 2: System Design / Architecture;Phase 3: Coding  / Implementation);Phase 4: Testing & Quality Assurance;Phase 5: Deployment & Integration;Phase 6: Maintenance & Operations;What do you see as the biggest challenges when using Agentic AI in software development?;How would you describe your typical interaction with AI development tools?;How often do you need to correct or rework AI-generated results?;What strategies do you use to ensure the quality of AI-generated code? - Manual code reviews;What strategies do you use to ensure the quality of AI-generated code? - Automated tests (unit, integration, E2E);What strategies do you use to ensure the quality of AI-generated code? - Static code analysis / linting;What strategies do you use to ensure the quality of AI-generated code? - Optimizing prompts through iteration and examples;What strategies do you use to ensure the quality of AI-generated code? - Providing architecture specs / context files to the AI;What strategies do you use to ensure the quality of AI-generated code? - Pair-programming mode with AI;What strategies do you use to ensure the quality of AI-generated code? - Cross-checking results with a second AI tool;To what extent do you agree with the following statement: "Agentic AI will fundamentally change how software is developed within the next 3 years.";Thinking about your own work: How has the use of AI tools changed your productivity?
"207";"02/09/2026";"02:24 PM";"02/09/2026";"02:30 PM";"6m 13s";"Completed";"> 10 years";"Data Engineer / Scientist / ML Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"5";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"0";"0";"1";"0";"0";"1";"0";"0";"1";"I have hands-on experience and can assess from practice";"—";"5";"5";"5";"5";"5";"5";"Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Security risks (insecure code, vulnerable dependencies)";"Multi-agent – I use multiple AI tools for different tasks in parallel";"Almost always (> 80%)";"0";"0";"0";"1";"0";"0";"0";"10";"10"
"208";"02/09/2026";"02:12 PM";"02/09/2026";"10:48 PM";"9m 42s";"Completed";"2–5 years";"Product Manager / Product Owner";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Not sure";"—";"I have tried AI tools but don’t use them regularly";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"4";"4";"5";"3";"3";"3";"Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Rarely (10–30%)";"1";"0";"0";"0";"0";"1";"0";"8";"9"
"209";"02/09/2026";"02:11 PM";"02/09/2026";"02:15 PM";"4m 16s";"Completed";"> 10 years";"Software Architect";"Small company  (< 50 employees)";"__other__";"Yes";"2";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"0";"0";"1";"1";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"5";"5";"5";"4";"3";"Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Frequently (60–80%)";"1";"0";"0";"1";"1";"0";"0";"10";"10"
"210";"02/09/2026";"02:04 PM";"02/09/2026";"02:07 PM";"2m 42s";"Completed";"> 10 years";"Managing Director / VP";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"3";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"1";"1";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"5";"5";"5";"2";"3";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues)";"Multi-agent – I use multiple AI tools for different tasks in parallel";"About half the time (30–60%)";"1";"1";"1";"1";"1";"1";"1";"10";"8"
"211";"02/09/2026";"01:57 PM";"—";"—";"—";"Incomplete";"6–10 years";"Project / Program / Delivery Manager";"Small company  (< 50 employees)";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"212";"02/09/2026";"01:50 PM";"02/09/2026";"01:58 PM";"7m 9s";"Completed";"> 10 years";"Managing Director / VP";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"1";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"0";"1";"0";"0";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"4";"3";"5";"5";"5";"5";"Integration into workflows (CI/CD, code review friction), Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Rarely (10–30%)";"1";"1";"0";"1";"1";"0";"0";"10";"5"
"213";"02/09/2026";"01:49 PM";"02/09/2026";"04:07 PM";"12m 45s";"Completed";"> 10 years";"Project / Program / Delivery Manager";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"5";"I have tried AI tools but don’t use them regularly";"1";"0";"0";"1";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"5";"5";"5";"5";"5";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Rarely (10–30%)";"0";"0";"1";"0";"0";"0";"0";"9";"7"
"214";"02/09/2026";"01:38 PM";"02/09/2026";"01:43 PM";"5m 24s";"Completed";"> 10 years";"Project / Program / Delivery Manager";"Large enterprise (> 250 employees)";"Resources (Energy, Utilities, Chemicals)";"Yes";"3";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"1";"0";"1";"1";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"3";"4";"4";"3";"3";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Almost always (> 80%)";"1";"0";"0";"1";"1";"0";"1";"10";"9"
"215";"02/09/2026";"01:35 PM";"—";"—";"—";"Incomplete";"6–10 years";"Business Analyst / Requirements Engineer";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"5";"I have tried AI tools but don’t use them regularly";"0";"0";"0";"0";"0";"0";"0";"0";"1";"I have limited knowledge and my answers are rough estimates";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"216";"02/09/2026";"01:34 PM";"02/09/2026";"01:57 PM";"21m 44s";"Completed";"6–10 years";"Data Engineer / Scientist / ML Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"5";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"3";"2";"4";"4";"2";"4";"Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues), Code quality & correctness (logic errors, hallucinations)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Rarely (10–30%)";"1";"0";"0";"1";"0";"0";"1";"8";"8"
"217";"02/09/2026";"01:27 PM";"02/09/2026";"01:31 PM";"3m 32s";"Completed";"< 2 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"3";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"0";"0";"1";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"5";"4";"5";"5";"2";"4";"Context limitations (codebase awareness, memory issues), Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"0";"1";"1";"0";"0";"0";"0";"10";"7"
"218";"02/09/2026";"01:26 PM";"02/09/2026";"02:43 PM";"8m 55s";"Completed";"< 2 years";"Product Manager / Product Owner";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Not sure";"—";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"0";"0";"0";"0";"0";"1";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"3";"3";"4";"4";"4";"5";"Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Rarely (10–30%)";"1";"0";"0";"0";"0";"1";"0";"7";"6"
"219";"02/09/2026";"01:17 PM";"02/09/2026";"01:21 PM";"3m 27s";"Completed";"> 10 years";"Software Architect";"Large enterprise (> 250 employees)";"Banking / Insurance";"No";"—";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"0";"0";"0";"0";"1";"0";"1";"0";"I have theoretical knowledge and can give an informed estimate";"—";"4";"4";"5";"5";"4";"4";"Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"About half the time (30–60%)";"0";"0";"1";"1";"1";"0";"0";"10";"8"
"220";"02/09/2026";"01:17 PM";"—";"—";"—";"Incomplete";"> 10 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"4";"I have tried AI tools but don’t use them regularly";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"221";"02/09/2026";"01:14 PM";"—";"—";"—";"Incomplete";"> 10 years";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"222";"02/09/2026";"01:14 PM";"02/09/2026";"01:19 PM";"5m 12s";"Completed";"< 2 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"4";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"0";"0";"0";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"4";"4";"4";"4";"2";"4";"Traceability & compliance (code authorship, license issues), Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"Multi-agent – I use multiple AI tools for different tasks in parallel";"About half the time (30–60%)";"0";"0";"0";"1";"0";"0";"0";"6";"7"
"223";"02/09/2026";"01:10 PM";"02/09/2026";"01:17 PM";"6m 30s";"Completed";"< 2 years";"Student / Trainee";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"1";"0";"1";"0";"1";"0";"I have theoretical knowledge and can give an informed estimate";"—";"3";"2";"4";"4";"3";"3";"Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"0";"1";"0";"1";"1";"0";"0";"7";"6"
"224";"02/09/2026";"01:07 PM";"—";"—";"—";"Incomplete";"> 10 years";"Software Architect";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"0";"0";"1";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"225";"02/09/2026";"01:06 PM";"02/09/2026";"01:12 PM";"4m 55s";"Completed";"2–5 years";"Data Engineer / Scientist / ML Engineer";"Large enterprise (> 250 employees)";"__other__";"Not sure";"—";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"1";"1";"0";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"4";"4";"5";"5";"4";"4";"Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Rarely (10–30%)";"1";"0";"0";"1";"0";"0";"0";"10";"10"
"226";"02/09/2026";"01:06 PM";"02/09/2026";"01:10 PM";"3m 34s";"Completed";"2–5 years";"Business Analyst / Requirements Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"No";"—";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"1";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"5";"5";"5";"5";"5";"2";"Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"1";"0";"0";"1";"0";"0";"1";"9";"8"
"227";"02/09/2026";"01:06 PM";"—";"—";"—";"Incomplete";"6–10 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"0";"0";"1";"0";"I have hands-on experience and can assess from practice";"—";"5";"5";"5";"5";"5";"5";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"228";"02/09/2026";"01:05 PM";"02/09/2026";"03:23 PM";"8m 31s";"Completed";"> 10 years";"UX/UI Designer / Researcher";"Large enterprise (> 250 employees)";"__other__";"No";"—";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"0";"0";"0";"1";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"4";"4";"5";"5";"5";"5";"Traceability & compliance (code authorship, license issues), Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Code quality & correctness (logic errors, hallucinations)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"About half the time (30–60%)";"1";"1";"1";"1";"1";"1";"0";"10";"6"
"229";"02/09/2026";"01:03 PM";"02/09/2026";"01:09 PM";"5m 8s";"Completed";"2–5 years";"Data Engineer / Scientist / ML Engineer";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"3";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"1";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"3";"3";"5";"5";"4";"3";"Context limitations (codebase awareness, memory issues), Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction), Code quality & correctness (logic errors, hallucinations)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Almost always (> 80%)";"0";"0";"0";"1";"1";"0";"1";"7";"6"
"230";"02/09/2026";"01:03 PM";"—";"—";"—";"Incomplete";"< 2 years";"Project / Program / Delivery Manager";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"3";"I have no hands‑on experience with AI development tools";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"231";"02/09/2026";"01:03 PM";"02/09/2026";"01:06 PM";"3m 26s";"Completed";"> 10 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"5";"I have no hands‑on experience with AI development tools";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"5";"5";"5";"5";"5";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues), Traceability & compliance (code authorship, license issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"About half the time (30–60%)";"0";"0";"0";"0";"0";"0";"0";"10";"2"
"232";"02/09/2026";"12:58 PM";"02/09/2026";"01:03 PM";"4m 36s";"Completed";"> 10 years";"Functional / Technical Consultant";"Large enterprise (> 250 employees)";"Communications, Media & Technology";"Yes";"4";"I have no hands‑on experience with AI development tools";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"1";"2";"3";"3";"1";"2";"Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Security risks (insecure code, vulnerable dependencies), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Almost never (< 10% of results)";"1";"0";"0";"0";"0";"0";"1";"3";"1"
"233";"02/09/2026";"12:57 PM";"02/09/2026";"01:02 PM";"4m 7s";"Completed";"> 10 years";"Project / Program / Delivery Manager";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"3";"I use AI tools for technical tasks, but not primarily for coding (e.g., architecture, reviews, documentation)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"5";"4";"4";"3";"3";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"Delegative – I describe a goal and let the AI work largely autonomously";"Rarely (10–30%)";"1";"0";"0";"1";"1";"0";"1";"10";"10"
"234";"02/09/2026";"12:46 PM";"02/09/2026";"12:49 PM";"2m 55s";"Completed";"6–10 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"0";"0";"1";"0";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"3";"2";"3";"4";"2";"3";"Security risks (insecure code, vulnerable dependencies), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Frequently (60–80%)";"1";"0";"0";"1";"1";"0";"0";"4";"6"
"235";"02/09/2026";"12:27 PM";"—";"—";"—";"Incomplete";"> 10 years";"Project / Program / Delivery Manager";"Large enterprise (> 250 employees)";"Resources (Energy, Utilities, Chemicals)";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"236";"02/09/2026";"12:25 PM";"02/09/2026";"12:41 PM";"14m 29s";"Completed";"> 10 years";"DevOps / SRE / Platform / Cloud Engineer";"Large enterprise (> 250 employees)";"Banking / Insurance";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"1";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"5";"4";"4";"4";"3";"3";"Code quality & correctness (logic errors, hallucinations), Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction), Context limitations (codebase awareness, memory issues)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Rarely (10–30%)";"1";"1";"1";"1";"0";"0";"0";"7";"7"
"237";"02/09/2026";"12:11 PM";"02/09/2026";"12:17 PM";"6m 2s";"Completed";"< 2 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Not sure";"—";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"1";"0";"1";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"4";"4";"4";"2";"3";"3";"Traceability & compliance (code authorship, license issues), Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Rarely (10–30%)";"1";"1";"0";"1";"1";"0";"0";"8";"7"
"238";"02/09/2026";"12:06 PM";"—";"—";"—";"Incomplete";"< 2 years";"Software Developer / Engineer";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"3";"I have tried AI tools but don’t use them regularly";"0";"0";"0";"0";"0";"0";"0";"0";"0";"I have theoretical knowledge and can give an informed estimate";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"239";"02/09/2026";"12:02 PM";"02/09/2026";"12:06 PM";"4m 38s";"Completed";"2–5 years";"Data Engineer / Scientist / ML Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"1";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"1";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"2";"3";"4";"4";"3";"3";"Traceability & compliance (code authorship, license issues), Integration into workflows (CI/CD, code review friction), Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues)";"Ad-hoc – I use AI for individual, isolated tasks (e.g., generate a function, explain an error)";"Almost always (> 80%)";"1";"0";"0";"1";"0";"0";"0";"4";"4"
"240";"02/09/2026";"12:00 PM";"02/09/2026";"12:11 PM";"11m 9s";"Completed";"< 2 years";"Business Analyst / Requirements Engineer";"Large enterprise (> 250 employees)";"__other__";"Yes";"3";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"0";"0";"0";"0";"0";"0";"0";"1";"0";"I have limited knowledge and my answers are rough estimates";"—";"2";"3";"2";"3";"4";"4";"Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues), Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Frequently (60–80%)";"1";"0";"0";"1";"0";"0";"1";"7";"7"
"241";"02/09/2026";"11:58 AM";"02/09/2026";"12:01 PM";"2m 52s";"Completed";"2–5 years";"Data Engineer / Scientist / ML Engineer";"Large enterprise (> 250 employees)";"Resources (Energy, Utilities, Chemicals)";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"1";"0";"1";"0";"0";"0";"0";"0";"I have hands-on experience and can assess from practice";"—";"2";"3";"4";"4";"4";"2";"Security risks (insecure code, vulnerable dependencies), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction), Traceability & compliance (code authorship, license issues), Context limitations (codebase awareness, memory issues)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Frequently (60–80%)";"1";"0";"1";"1";"0";"0";"0";"8";"6"
"242";"02/09/2026";"11:49 AM";"—";"—";"—";"Incomplete";"2–5 years";"DevOps / SRE / Platform / Cloud Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"4";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"243";"02/09/2026";"11:37 AM";"02/09/2026";"11:45 AM";"7m 54s";"Completed";"< 2 years";"Project / Program / Delivery Manager";"Small company  (< 50 employees)";"Banking / Insurance";"Yes";"5";"I actively use AI tools for coding (Copilot, Cursor, Claude Code, etc.)";"1";"0";"0";"0";"0";"1";"0";"1";"0";"I have limited knowledge and my answers are rough estimates";"—";"4";"5";"5";"3";"4";"4";"Context limitations (codebase awareness, memory issues), Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations), Integration into workflows (CI/CD, code review friction)";"Iterative – I work in back-and-forth loops with AI on a feature or problem";"Rarely (10–30%)";"1";"0";"0";"1";"0";"0";"1";"9";"7"
"244";"02/09/2026";"11:28 AM";"—";"—";"—";"Incomplete";"> 10 years";"DevOps / SRE / Platform / Cloud Engineer";"Large enterprise (> 250 employees)";"Products (Automotive, Consumer Goods, Retail, Travel)";"Yes";"—";"—";"0";"0";"0";"0";"0";"0";"0";"0";"0";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"—"
"245";"02/09/2026";"11:27 AM";"—";"—";"—";"Incomplete";"> 10 years";"DevOps / SRE / Platform / Cloud Engineer";"Large enterprise (> 250 employees)";"Health / Public Service";"Yes";"1";"I have tried AI tools but don’t use them regularly";"1";"0";"0";"1";"0";"0";"0";"0";"0";"I have limited knowledge and my answers are rough estimates";"—";"1";"1";"1";"1";"1";"1";"Security risks (insecure code, vulnerable dependencies), Traceability & compliance (code authorship, license issues), Code quality & correctness (logic errors, hallucinations), Context limitations (codebase awareness, memory issues), Integration into workflows (CI/CD, code review friction)";"—";"—";"0";"0";"0";"0";"0";"0";"0";"—";"1"
